    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	          RATIO[3] 
    0.000	   INIT	     1 	   2.42 	   7.71 	      0 	      0 
    5.830	 DELIVER	     1 	  0.997 	   5.75 	      0 	      0 
   10.500	 DELIVER	     2 	   2.26 	   8.28 	      0 	      0 
   11.069	 DELIVER	     3 	   1.05 	   6.75 	      0 	      0 
   11.239	 DELIVER	     4 	   1.78 	   5.62 	      0 	      0 
   12.764	 DELIVER	     5 	  0.504 	   4.08 	      0 	      0 
   15.360	 DELIVER	     6 	  0.568 	   9.05 	      0 	      0 
   16.240	 DELIVER	     7 	   1.65 	   10.2 	      0 	      0 
   16.421	 DELIVER	     8 	  0.504 	   12.3 	      0 	      0 
   17.427	 DELIVER	     9 	  0.828 	   9.97 	      0 	      0 
   17.960	 DELIVER	    10 	  0.704 	   6.42 	      0 	      0 
   21.993	 DELIVER	    11 	   1.76 	   7.12 	      0 	      0 
   25.898	 DELIVER	    12 	   2.03 	   6.43 	      0 	      0 
   27.166	 DELIVER	    13 	  0.374 	   6.52 	      0 	      0 
   32.088	 DELIVER	    14 	   2.38 	    5.7 	      0 	      0 
   35.593	 DELIVER	    15 	   2.86 	   10.6 	      0 	      0 
   36.822	 DELIVER	    16 	   2.77 	   8.67 	      0 	      0 
   37.729	 DELIVER	    17 	    1.5 	   4.77 	      0 	      0 
   39.468	 DELIVER	    18 	    1.9 	   6.41 	      0 	      0 
   39.705	 DELIVER	    19 	    2.5 	   6.45 	      0 	      0 
   45.409	 DELIVER	    20 	   1.63 	   8.45 	      0 	      0 
   49.717	 DELIVER	    21 	   1.88 	   6.23 	      0 	      0 
   55.882	 DELIVER	    22 	   1.21 	   5.37 	      0 	      0 
   57.252	 DELIVER	    23 	   1.45 	   6.39 	      0 	      0 
   59.322	 DELIVER	    24 	    2.3 	   7.83 	      0 	      0 
   59.439	 DELIVER	    25 	  0.509 	   5.79 	      0 	      0 
   59.752	 DELIVER	    26 	   2.39 	   9.51 	      0 	      0 
   60.020	 DELIVER	    27 	  0.658 	   5.11 	      0 	      0 
   60.767	 DELIVER	    28 	   2.88 	   9.29 	      0 	      0 
   62.581	 DELIVER	    29 	  0.562 	   6.25 	      0 	  0.642 
   63.269	 DELIVER	    30 	  0.618 	   6.29 	      0 	  0.642 
   64.657	 DELIVER	    31 	   1.84 	    8.2 	      0 	   1.69 
   65.157	 DELIVER	    32 	   1.12 	   7.31 	      0 	   1.69 
   65.203	 DELIVER	    33 	   1.55 	    7.3 	      0 	   1.69 
   66.725	 DELIVER	    34 	   2.56 	    8.8 	      0 	   1.69 
   66.762	 DELIVER	    35 	   1.86 	   7.33 	      0 	   1.69 
   69.029	 DELIVER	    36 	   2.99 	   10.2 	      0 	   1.72 
   69.830	 DELIVER	    37 	  0.793 	   10.1 	      0 	   1.72 
   69.934	 DELIVER	    38 	   2.24 	     10 	      0 	   1.72 
   70.577	 DELIVER	    39 	   2.22 	   10.1 	      0 	   1.72 
   71.125	 DELIVER	    40 	   2.11 	   9.89 	      0 	   1.72 
   72.050	 DELIVER	    41 	   1.14 	   10.4 	      0 	   1.72 
   72.127	 DELIVER	    42 	   2.32 	   11.5 	      0 	   1.72 
   72.201	 DELIVER	    43 	  0.671 	   9.69 	      0 	   1.72 
   72.811	 DELIVER	    44 	   1.24 	   6.74 	      0 	   1.72 
   75.051	 DELIVER	    45 	   1.47 	   10.1 	      0 	   1.72 
   75.126	 DELIVER	    46 	    2.1 	   9.48 	      0 	   1.72 
   76.005	 DELIVER	    47 	   2.49 	   14.4 	      0 	   1.72 
   76.919	 DELIVER	    48 	   1.24 	   70.2 	      0 	   1.72 
   77.536	 DELIVER	    49 	    2.8 	   11.3 	      0 	   1.72 
   79.111	 DELIVER	    50 	   1.54 	   11.4 	      0 	   1.72 
   79.884	 DELIVER	    51 	  0.791 	   13.1 	      0 	   1.72 
   80.069	 DELIVER	    52 	  0.795 	   11.1 	      0 	   1.72 
   82.266	 DELIVER	    53 	   1.31 	   10.2 	      0 	   1.72 
   82.725	 DELIVER	    54 	   1.58 	   13.9 	      0 	   1.72 
   82.941	 DELIVER	    55 	  0.656 	   7.91 	      0 	   1.72 
   83.117	 DELIVER	    56 	    2.7 	   9.23 	      0 	   1.72 
   83.338	 DELIVER	    57 	  0.809 	   7.93 	      0 	   1.72 
   83.574	 DELIVER	    58 	   2.32 	   7.96 	      0 	   1.72 
   84.790	 DELIVER	    59 	  0.766 	   8.69 	      0 	   1.72 
   86.056	 DELIVER	    60 	   2.46 	   10.6 	      0 	   1.72 
   86.080	 DELIVER	    61 	  0.483 	   9.58 	      0 	   1.72 
   86.199	 DELIVER	    62 	   1.25 	   8.46 	      0 	   1.72 
   87.055	 DELIVER	    63 	  0.509 	   7.43 	      0 	   1.72 
   87.242	 DELIVER	    64 	    0.8 	   8.14 	      0 	   1.72 
   87.326	 DELIVER	    65 	   1.45 	   7.51 	      0 	   1.72 
   89.618	 DELIVER	    66 	   1.93 	   8.77 	      0 	   1.72 
   89.623	 DELIVER	    67 	   1.22 	   4.76 	      0 	   1.72 
   90.110	 DELIVER	    68 	   1.97 	    6.6 	      0 	   1.72 
   92.829	 DELIVER	    69 	   1.73 	    5.9 	      0 	   1.72 
   93.478	 DELIVER	    70 	   2.67 	   6.49 	      0 	   1.72 
   94.149	 DELIVER	    71 	   1.27 	   7.67 	      0 	   1.72 
   94.263	 DELIVER	    72 	  0.953 	   6.33 	      0 	   1.72 
   96.730	 DELIVER	    73 	   1.26 	   8.18 	      0 	   1.72 
  103.123	 DELIVER	    74 	  0.946 	   5.79 	      0 	   1.72 
  116.120	 DELIVER	    75 	    1.4 	   6.94 	      0 	   1.72 
  120.430	 DELIVER	    76 	  0.708 	    5.5 	      0 	   1.72 
  121.689	 DELIVER	    77 	   2.08 	   5.87 	      0 	   1.72 
  121.826	 DELIVER	    78 	   2.04 	   5.92 	      0 	   1.72 
  121.930	 DELIVER	    79 	   2.68 	   6.99 	      0 	   1.72 
  122.876	 DELIVER	    80 	   1.73 	   6.86 	      0 	   1.72 
  124.114	 DELIVER	    81 	   2.02 	   7.16 	      0 	   1.72 
  124.923	 DELIVER	    82 	  0.445 	   6.84 	      0 	   1.72 
  126.048	 DELIVER	    83 	  0.709 	   8.83 	      0 	   1.72 
  126.872	 DELIVER	    84 	  0.816 	   6.17 	      0 	   1.72 
  127.088	 DELIVER	    85 	   1.86 	   8.83 	      0 	   1.72 
  127.091	 DELIVER	    86 	   2.99 	   8.62 	      0 	   1.72 
  128.085	 DELIVER	    87 	   2.98 	   7.67 	      0 	   1.72 
  129.517	 DELIVER	    88 	   2.17 	   6.35 	      0 	   1.72 
  132.165	 DELIVER	    89 	   2.25 	   9.22 	      0 	   2.24 
  132.592	 DELIVER	    90 	   1.31 	   6.91 	      0 	   2.24 
  134.230	 DELIVER	    91 	  0.944 	   9.14 	      0 	   2.24 
  135.778	 DELIVER	    92 	   2.46 	   9.53 	  0.497 	   2.24 
  136.013	 DELIVER	    93 	   2.97 	   11.5 	   0.55 	   2.24 
  136.280	 DELIVER	    94 	   1.78 	   9.03 	  0.617 	   2.24 
  136.430	 DELIVER	    95 	   2.94 	    9.4 	  0.617 	   2.24 
  136.685	 DELIVER	    96 	   2.43 	   8.67 	  0.757 	   2.24 
  137.290	 DELIVER	    97 	   2.29 	   9.01 	  0.757 	   2.24 
  137.828	 DELIVER	    98 	  0.802 	   9.56 	  0.757 	   2.24 
  138.258	 DELIVER	    99 	   1.27 	   9.08 	  0.757 	   2.24 
  138.798	 DELIVER	   100 	   1.08 	   8.89 	  0.757 	   2.24 
  138.825	 DELIVER	   101 	  0.795 	   8.71 	  0.757 	   2.24 
  139.649	 DELIVER	   102 	   2.93 	   9.51 	   3.46 	   2.24 
  142.126	 DELIVER	   103 	   1.14 	   10.2 	   3.46 	   12.1 
  142.351	 DELIVER	   104 	  0.667 	   11.5 	   3.46 	   12.1 
  142.387	 DELIVER	   105 	   1.62 	   10.6 	   3.46 	   12.1 
  142.569	 DELIVER	   106 	   2.87 	   10.8 	   3.46 	   12.1 
  143.777	 DELIVER	   107 	   1.14 	    134 	   3.46 	   12.1 
