    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	        RATIO[3]	       WAIT[ID[7]] 
    7.427	 DELIVER	     1 	   1.71 	   7.42 	      0 	      0 	      0 
    9.402	 DELIVER	     2 	    2.9 	   8.65 	      0 	      0 	      0 
    9.534	 DELIVER	     3 	   2.87 	   8.88 	      0 	      0 	      0 
   11.709	 DELIVER	     4 	   1.73 	   7.71 	      0 	      0 	      0 
   14.109	 DELIVER	     5 	  0.537 	   5.49 	      0 	      0 	      0 
   15.421	 DELIVER	     6 	   1.79 	   5.92 	      0 	      0 	      0 
   16.444	 DELIVER	     7 	   1.64 	   5.09 	      0 	      0 	      0 
   16.665	 DELIVER	     8 	   1.69 	   7.16 	      0 	      0 	      0 
   18.174	 DELIVER	     9 	   1.61 	   6.88 	      0 	      0 	      0 
   23.897	 DELIVER	    10 	   1.72 	   6.36 	      0 	      0 	      0 
   25.238	 DELIVER	    11 	   2.31 	   6.87 	      0 	      0 	      0 
   29.002	 DELIVER	    12 	   0.95 	   7.14 	      0 	      0 	      0 
   32.311	 DELIVER	    13 	   1.03 	   7.31 	      0 	      0 	      0 
   35.721	 DELIVER	    14 	   1.25 	   5.29 	      0 	      0 	      0 
   38.716	 DELIVER	    15 	   2.54 	   6.64 	      0 	      0 	      0 
   40.499	 DELIVER	    16 	   1.66 	   6.01 	      0 	      0 	      0 
   43.002	 DELIVER	    17 	   2.74 	   7.09 	      0 	      0 	      0 
   46.708	 DELIVER	    18 	   1.48 	   7.82 	      0 	      0 	      0 
   49.418	 DELIVER	    19 	   2.92 	   6.77 	      0 	      0 	      0 
   50.016	 DELIVER	    20 	   2.39 	   7.83 	      0 	      0 	      0 
   51.380	 DELIVER	    21 	  0.572 	   5.34 	      0 	      0 	      0 
   54.079	 DELIVER	    22 	   2.94 	   7.47 	      0 	      0 	      0 
   56.871	 DELIVER	    23 	  0.478 	   5.32 	      0 	      0 	      0 
   57.390	 DELIVER	    24 	   1.17 	   6.52 	      0 	      0 	      0 
   59.118	 DELIVER	    25 	   1.21 	   10.6 	      0 	      0 	      0 
   59.296	 DELIVER	    26 	   1.79 	    6.6 	      0 	      0 	      0 
   59.355	 DELIVER	    27 	    1.8 	   6.64 	      0 	      0 	      0 
   60.883	 DELIVER	    28 	   2.74 	   7.65 	      0 	      0 	      0 
   61.952	 DELIVER	    29 	   1.97 	   7.23 	      0 	      0 	   1.25 
   62.059	 DELIVER	    30 	   2.74 	    7.9 	      0 	      0 	  0.348 
   64.058	 DELIVER	    31 	   1.15 	   8.87 	      0 	      0 	   2.07 
   65.090	 DELIVER	    32 	   2.82 	     11 	      0 	      0 	  0.447 
   65.712	 DELIVER	    33 	  0.514 	   7.83 	      0 	      0 	 0.0631 
   66.088	 DELIVER	    34 	   1.29 	   7.81 	      0 	      0 	  0.129 
   66.580	 DELIVER	    35 	  0.371 	   7.76 	      0 	      0 	      0 
   66.720	 DELIVER	    36 	  0.514 	   58.9 	      0 	      0 	 0.0631 
   67.857	 DELIVER	    37 	   1.89 	   8.97 	      0 	      0 	   0.31 
   67.874	 DELIVER	    38 	   0.55 	   8.67 	      0 	      0 	  0.991 
   67.939	 DELIVER	    39 	    1.3 	   8.74 	      0 	      0 	  0.501 
   68.671	 DELIVER	    40 	   1.36 	   8.39 	      0 	      0 	  0.458 
   68.886	 DELIVER	    41 	  0.681 	   6.91 	      0 	      0 	      0 
   68.886	 DELIVER	    42 	    1.7 	   7.68 	      0 	      0 	      0 
   69.565	 DELIVER	    43 	   2.55 	   6.59 	      0 	      0 	      0 
   70.961	 DELIVER	    44 	  0.734 	   5.48 	      0 	      0 	      0 
   72.129	 DELIVER	    45 	   1.21 	   6.18 	      0 	      0 	      0 
   72.994	 DELIVER	    46 	   2.54 	   9.19 	      0 	      0 	      0 
   73.697	 DELIVER	    47 	  0.653 	   5.08 	      0 	      0 	      0 
   73.813	 DELIVER	    48 	   1.45 	    5.5 	      0 	      0 	      0 
   75.024	 DELIVER	    49 	  0.631 	   5.22 	      0 	      0 	  0.556 
   75.799	 DELIVER	    50 	   2.94 	   6.63 	      0 	      0 	    0.1 
   75.839	 DELIVER	    51 	   2.28 	   7.75 	      0 	      0 	      0 
   76.483	 DELIVER	    52 	   2.24 	   6.96 	      0 	      0 	  0.246 
   79.055	 DELIVER	    53 	  0.372 	   5.53 	      0 	      0 	   1.25 
   79.194	 DELIVER	    54 	   1.93 	   7.97 	      0 	 0.0847 	      0 
   80.575	 DELIVER	    55 	   2.94 	   7.25 	      0 	 0.0847 	      0 
   81.017	 DELIVER	    56 	   1.41 	   7.65 	      0 	 0.0847 	      0 
   81.444	 DELIVER	    57 	   2.21 	   7.98 	      0 	 0.0847 	      0 
   81.723	 DELIVER	    58 	   1.77 	    5.5 	      0 	 0.0847 	      0 
   83.501	 DELIVER	    59 	   1.07 	   5.64 	      0 	 0.0847 	  0.138 
   84.374	 DELIVER	    60 	   2.42 	   9.01 	      0 	 0.0847 	      0 
   85.296	 DELIVER	    61 	   1.34 	   6.89 	      0 	 0.0847 	  0.963 
   85.670	 DELIVER	    62 	   1.58 	   8.61 	      0 	 0.0847 	  0.725 
   85.823	 DELIVER	    63 	   2.72 	   9.39 	      0 	 0.0847 	      0 
   86.723	 DELIVER	    64 	   1.36 	   7.74 	      0 	 0.0847 	   1.73 
   87.583	 DELIVER	    65 	    2.6 	   9.58 	      0 	 0.0847 	   1.06 
   87.925	 DELIVER	    66 	   1.43 	   7.41 	      0 	 0.0847 	   1.14 
   88.617	 DELIVER	    67 	   2.78 	   10.3 	      0 	 0.0847 	  0.865 
   90.274	 DELIVER	    68 	   1.74 	   5.67 	      0 	 0.0847 	      0 
   95.391	 DELIVER	    69 	   2.77 	   8.69 	      0 	 0.0847 	      0 
   96.641	 DELIVER	    70 	    2.5 	    9.3 	      0 	 0.0847 	      0 
  101.471	 DELIVER	    71 	   2.39 	   9.31 	      0 	 0.0847 	      0 
  102.113	 DELIVER	    72 	  0.644 	   5.76 	      0 	 0.0847 	      0 
  103.227	 DELIVER	    73 	   1.75 	   5.52 	      0 	 0.0847 	      0 
  105.147	 DELIVER	    74 	   1.15 	   6.35 	      0 	 0.0847 	      0 
  105.346	 DELIVER	    75 	    2.2 	   5.51 	      0 	 0.0847 	      0 
