    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	        RATIO[3]	       WAIT[ID[7]] 
    6.703	 DELIVER	     1 	  0.591 	   6.65 	      0 	      0 	      0 
    8.747	 DELIVER	     2 	   2.23 	   7.15 	      0 	      0 	      0 
   18.673	 DELIVER	     3 	   1.05 	    7.1 	      0 	      0 	      0 
   19.675	 DELIVER	     4 	   1.07 	    6.1 	      0 	      0 	      0 
   20.522	 DELIVER	     5 	   1.24 	   8.03 	      0 	      0 	      0 
   20.530	 DELIVER	     6 	   2.59 	   7.94 	      0 	      0 	      0 
   23.156	 DELIVER	     7 	   1.56 	   7.03 	      0 	      0 	      0 
   24.003	 DELIVER	     8 	  0.666 	   6.74 	      0 	      0 	      0 
   31.342	 DELIVER	     9 	   2.29 	   7.43 	      0 	      0 	      0 
   31.905	 DELIVER	    10 	   2.32 	   6.73 	      0 	      0 	      0 
   34.754	 DELIVER	    11 	   2.57 	   8.29 	      0 	      0 	      0 
   38.983	 DELIVER	    12 	   2.74 	   7.63 	      0 	      0 	      0 
   41.651	 DELIVER	    13 	   1.02 	   5.23 	      0 	      0 	      0 
   44.046	 DELIVER	    14 	   1.01 	    4.8 	      0 	      0 	  0.522 
   45.607	 DELIVER	    15 	  0.552 	    6.4 	      0 	      0 	      0 
   48.348	 DELIVER	    16 	   2.52 	   10.2 	      0 	      0 	      0 
   48.381	 DELIVER	    17 	   1.01 	   43.6 	      0 	      0 	  0.522 
   48.836	 DELIVER	    18 	   1.84 	   8.82 	      0 	      0 	  0.622 
   49.817	 DELIVER	    19 	  0.501 	   8.56 	      0 	      0 	      0 
   51.783	 DELIVER	    20 	   1.28 	   4.32 	      0 	      0 	      0 
   57.037	 DELIVER	    21 	   2.78 	   7.88 	      0 	      0 	      0 
   59.262	 DELIVER	    22 	   2.47 	    9.6 	      0 	      0 	      0 
   61.009	 DELIVER	    23 	   2.75 	   10.9 	      0 	      0 	      0 
   61.193	 DELIVER	    24 	  0.732 	   9.68 	      0 	      0 	   0.43 
   62.843	 DELIVER	    25 	   2.95 	   10.7 	      0 	      0 	 0.0336 
   64.023	 DELIVER	    26 	   2.21 	   10.1 	      0 	      0 	      0 
   64.585	 DELIVER	    27 	   1.62 	   10.4 	      0 	      0 	      0 
   66.198	 DELIVER	    28 	   1.02 	   7.27 	      0 	      0 	      0 
   66.628	 DELIVER	    29 	   1.02 	   59.4 	      0 	      0 	      0 
   66.930	 DELIVER	    30 	   2.17 	   7.62 	      0 	      0 	      0 
   67.075	 DELIVER	    31 	   1.91 	   7.48 	      0 	      0 	      0 
   69.850	 DELIVER	    32 	  0.805 	    9.5 	      0 	      0 	      0 
   69.894	 DELIVER	    33 	   1.15 	   9.37 	      0 	      0 	  0.633 
   70.378	 DELIVER	    34 	   2.31 	   8.98 	      0 	      0 	 0.0907 
   71.104	 DELIVER	    35 	  0.396 	   9.24 	      0 	      0 	      0 
   72.974	 DELIVER	    36 	   2.63 	   10.3 	      0 	      0 	      0 
   75.430	 DELIVER	    37 	   1.36 	   11.4 	      0 	      0 	      0 
   75.647	 DELIVER	    38 	   2.65 	   11.4 	      0 	      0 	      0 
   77.399	 DELIVER	    39 	   2.62 	   12.6 	      0 	      0 	  0.497 
   77.910	 DELIVER	    40 	  0.947 	   12.8 	      0 	      0 	  0.226 
   78.421	 DELIVER	    41 	   2.11 	   12.4 	      0 	      0 	  0.347 
   78.722	 DELIVER	    42 	   2.85 	   11.2 	      0 	      0 	      0 
   79.628	 DELIVER	    43 	   2.16 	    9.6 	      0 	      0 	      0 
   79.905	 DELIVER	    44 	   1.63 	   8.67 	      0 	      0 	      0 
   80.083	 DELIVER	    45 	   1.07 	   7.99 	      0 	      0 	      0 
   80.403	 DELIVER	    46 	   2.88 	   8.22 	      0 	      0 	0.00975 
   80.478	 DELIVER	    47 	   0.53 	   7.96 	      0 	      0 	  0.348 
   82.496	 DELIVER	    48 	   1.08 	   9.64 	      0 	      0 	  0.308 
   83.165	 DELIVER	    49 	  0.524 	   9.84 	      0 	      0 	 0.0732 
   83.384	 DELIVER	    50 	  0.387 	   9.14 	      0 	      0 	      0 
   84.590	 DELIVER	    51 	   1.72 	   9.54 	      0 	      0 	      0 
   87.106	 DELIVER	    52 	   1.43 	   11.3 	      0 	      0 	      0 
   90.010	 DELIVER	    53 	   2.26 	   11.9 	      0 	      0 	      0 
   90.903	 DELIVER	    54 	   2.02 	   12.2 	      0 	      0 	      0 
   91.273	 DELIVER	    55 	   2.66 	   12.3 	      0 	      0 	      0 
   91.851	 DELIVER	    56 	   1.06 	   12.2 	      0 	      0 	  0.759 
   92.547	 DELIVER	    57 	   2.21 	   12.9 	      0 	      0 	   1.08 
   93.342	 DELIVER	    58 	  0.917 	   12.6 	      0 	      0 	  0.731 
