    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	        RATIO[3]	       WAIT[ID[7]] 
    6.875	 DELIVER	     1 	   1.14 	   6.78 	      0 	      0 	      0 
   11.539	 DELIVER	     2 	    2.8 	   8.81 	      0 	      0 	      0 
   13.450	 DELIVER	     3 	   1.45 	   6.15 	      0 	      0 	      0 
   16.332	 DELIVER	     4 	   1.26 	   5.93 	      0 	      0 	      0 
   20.199	 DELIVER	     5 	   1.41 	   7.72 	      0 	      0 	      0 
   20.444	 DELIVER	     6 	  0.881 	   7.15 	      0 	      0 	      0 
   20.681	 DELIVER	     7 	   1.51 	   6.53 	      0 	      0 	      0 
   21.740	 DELIVER	     8 	   1.92 	   7.97 	      0 	      0 	      0 
   23.013	 DELIVER	     9 	   2.29 	   7.59 	      0 	      0 	      0 
   28.787	 DELIVER	    10 	   2.48 	   9.22 	      0 	      0 	      0 
   32.404	 DELIVER	    11 	   2.82 	   6.64 	      0 	      0 	      0 
   33.486	 DELIVER	    12 	   1.99 	   7.92 	      0 	      0 	      0 
   37.604	 DELIVER	    13 	   1.58 	    5.4 	      0 	      0 	      0 
   38.202	 DELIVER	    14 	   0.88 	   5.37 	      0 	      0 	  0.409 
   39.072	 DELIVER	    15 	    1.4 	   7.24 	      0 	      0 	      0 
   39.730	 DELIVER	    16 	   2.63 	   8.87 	      0 	      0 	      0 
   39.954	 DELIVER	    17 	   2.97 	   6.78 	      0 	      0 	  0.314 
   41.392	 DELIVER	    18 	  0.845 	   5.49 	      0 	      0 	      0 
   47.536	 DELIVER	    19 	  0.942 	   6.05 	      0 	      0 	      0 
   49.837	 DELIVER	    20 	  0.491 	   4.83 	      0 	      0 	      0 
   53.998	 DELIVER	    21 	   1.61 	   6.12 	      0 	      0 	      0 
   54.400	 DELIVER	    22 	   2.01 	   6.64 	      0 	      0 	      0 
   55.567	 DELIVER	    23 	   0.92 	   4.68 	      0 	      0 	      0 
   57.826	 DELIVER	    24 	   1.42 	   5.54 	      0 	      0 	      0 
   57.871	 DELIVER	    25 	   0.92 	   53.2 	      0 	      0 	      0 
   58.214	 DELIVER	    26 	   1.42 	   52.7 	      0 	      0 	      0 
   59.005	 DELIVER	    27 	    1.9 	   5.95 	      0 	      0 	      0 
   59.136	 DELIVER	    28 	   1.14 	   5.21 	      0 	      0 	      0 
   64.549	 DELIVER	    29 	   1.28 	    8.2 	      0 	      0 	      0 
   64.750	 DELIVER	    30 	   1.28 	   56.5 	      0 	      0 	      0 
   64.952	 DELIVER	    31 	  0.978 	   7.96 	      0 	      0 	      0 
   65.618	 DELIVER	    32 	   2.49 	   8.62 	      0 	      0 	      0 
   66.979	 DELIVER	    33 	    1.9 	    9.7 	      0 	      0 	  0.348 
   68.191	 DELIVER	    34 	    1.4 	   10.8 	      0 	      0 	   0.61 
   68.638	 DELIVER	    35 	   1.32 	   11.1 	      0 	      0 	   1.79 
   70.405	 DELIVER	    36 	  0.524 	   12.7 	      0 	      0 	   1.75 
