    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	        RATIO[3]	       WAIT[ID[7]] 
    7.664	 DELIVER	     1 	   1.91 	   7.59 	      0 	      0 	      0 
   12.927	 DELIVER	     2 	   1.95 	   7.33 	      0 	      0 	      0 
   13.769	 DELIVER	     3 	  0.789 	   5.18 	      0 	      0 	      0 
   13.959	 DELIVER	     4 	   2.67 	   9.35 	      0 	      0 	      0 
   14.698	 DELIVER	     5 	  0.502 	   4.74 	      0 	      0 	      0 
   17.704	 DELIVER	     6 	   1.37 	   9.94 	      0 	      0 	      0 
   17.941	 DELIVER	     7 	  0.644 	   5.46 	      0 	      0 	      0 
   24.768	 DELIVER	     8 	   1.89 	   10.8 	      0 	      0 	      0 
   24.967	 DELIVER	     9 	   1.89 	   14.1 	      0 	      0 	      0 
   25.430	 DELIVER	    10 	   2.48 	     11 	      0 	      0 	   1.37 
   27.048	 DELIVER	    11 	   0.86 	   8.34 	      0 	      0 	      0 
   27.843	 DELIVER	    12 	  0.463 	   5.68 	      0 	      0 	      0 
   31.147	 DELIVER	    13 	   1.29 	   7.57 	      0 	      0 	      0 
   31.704	 DELIVER	    14 	   2.48 	    6.2 	      0 	      0 	      0 
   34.392	 DELIVER	    15 	   1.57 	    8.3 	      0 	      0 	      0 
   36.201	 DELIVER	    16 	   1.66 	   7.97 	      0 	      0 	      0 
   36.873	 DELIVER	    17 	   1.69 	   7.34 	      0 	      0 	      0 
   40.083	 DELIVER	    18 	   1.84 	   7.06 	      0 	      0 	      0 
   40.306	 DELIVER	    19 	   2.05 	   6.34 	      0 	      0 	      0 
   43.556	 DELIVER	    20 	    1.8 	    5.2 	      0 	      0 	      0 
   47.307	 DELIVER	    21 	   2.05 	   8.74 	      0 	      0 	      0 
   47.487	 DELIVER	    22 	   0.65 	    6.3 	      0 	      0 	      0 
   49.776	 DELIVER	    23 	   1.91 	   6.85 	      0 	      0 	      0 
   52.100	 DELIVER	    24 	   1.43 	   8.78 	      0 	      0 	      0 
   54.455	 DELIVER	    25 	   1.93 	      8 	      0 	      0 	      0 
   55.733	 DELIVER	    26 	  0.933 	   7.37 	      0 	      0 	      0 
   59.736	 DELIVER	    27 	  0.694 	   6.56 	      0 	      0 	      0 
   61.474	 DELIVER	    28 	  0.499 	   6.25 	      0 	      0 	      0 
   64.423	 DELIVER	    29 	  0.424 	   6.32 	      0 	  0.866 	      0 
   65.617	 DELIVER	    30 	   1.43 	   7.01 	      0 	   1.52 	      0 
   65.675	 DELIVER	    31 	   2.41 	   7.66 	      0 	   1.52 	      0 
   66.416	 DELIVER	    32 	   1.61 	   7.11 	      0 	   1.52 	   1.12 
   67.542	 DELIVER	    33 	    1.6 	    7.8 	      0 	   1.52 	   2.29 
   69.090	 DELIVER	    34 	    1.6 	   61.3 	      0 	   1.69 	   2.29 
   69.135	 DELIVER	    35 	   1.57 	   7.87 	      0 	   1.69 	   1.12 
   69.983	 DELIVER	    36 	   2.87 	   8.09 	      0 	   1.69 	   1.73 
   70.431	 DELIVER	    37 	   1.35 	   8.42 	      0 	   1.69 	   1.96 
   71.594	 DELIVER	    38 	    1.5 	   8.81 	      0 	   1.69 	   3.72 
   72.275	 DELIVER	    39 	  0.981 	   8.11 	      0 	   1.69 	   3.49 
   73.309	 DELIVER	    40 	   2.34 	   10.8 	      0 	   2.08 	   2.77 
   76.629	 DELIVER	    41 	      1 	   9.15 	      0 	   2.08 	   2.04 
   77.727	 DELIVER	    42 	  0.891 	   10.2 	      0 	   2.08 	   1.16 
   79.338	 DELIVER	    43 	      1 	   70.2 	      0 	   2.08 	   2.04 
   79.570	 DELIVER	    44 	    2.9 	   10.9 	      0 	   2.08 	   1.87 
   80.396	 DELIVER	    45 	  0.968 	   11.6 	      0 	   2.51 	   1.77 
   82.991	 DELIVER	    46 	   1.54 	   12.4 	      0 	   2.51 	  0.978 
   84.704	 DELIVER	    47 	   2.17 	   13.9 	      0 	   2.51 	   2.33 
   86.012	 DELIVER	    48 	    2.4 	   14.8 	      0 	   2.51 	    2.2 
   86.786	 DELIVER	    49 	   2.17 	   14.5 	      0 	   2.51 	   3.02 
   87.085	 DELIVER	    50 	   2.46 	   14.4 	      0 	   2.51 	   3.11 
   87.676	 DELIVER	    51 	   2.18 	   12.4 	      0 	   2.51 	   2.16 
   87.879	 DELIVER	    52 	   1.49 	   10.6 	      0 	   2.51 	  0.977 
   87.909	 DELIVER	    53 	   1.77 	   10.5 	      0 	   2.51 	   2.24 
   88.927	 DELIVER	    54 	  0.508 	     11 	      0 	   2.51 	   1.86 
   89.120	 DELIVER	    55 	   2.02 	   10.7 	      0 	   2.51 	   1.89 
   90.175	 DELIVER	    56 	   2.21 	   10.4 	      0 	   2.51 	   1.61 
   90.937	 DELIVER	    57 	  0.824 	   11.1 	      0 	   2.51 	   2.51 
   90.989	 DELIVER	    58 	  0.577 	   11.1 	      0 	   2.51 	   3.28 
   91.146	 DELIVER	    59 	   2.27 	   9.23 	      0 	   2.51 	   1.69 
   94.984	 DELIVER	    60 	    1.2 	   4.79 	      0 	   2.51 	      0 
   97.020	 DELIVER	    61 	   1.24 	   8.21 	      0 	   2.51 	      0 
   97.268	 DELIVER	    62 	      2 	   7.37 	      0 	   2.51 	      0 
   98.771	 DELIVER	    63 	   2.16 	   6.16 	      0 	   2.51 	      0 
  103.396	 DELIVER	    64 	    1.2 	   7.37 	      0 	   2.51 	      0 
  106.580	 DELIVER	    65 	   1.72 	   5.95 	      0 	   2.51 	      0 
  108.846	 DELIVER	    66 	   2.53 	   8.15 	      0 	   2.51 	      0 
  110.677	 DELIVER	    67 	  0.908 	   5.06 	      0 	   2.51 	      0 
  118.065	 DELIVER	    68 	  0.947 	   5.13 	      0 	   2.51 	      0 
  121.259	 DELIVER	    69 	   1.65 	   8.06 	      0 	   2.51 	      0 
  121.993	 DELIVER	    70 	   2.11 	   7.15 	      0 	   2.51 	      0 
  122.286	 DELIVER	    71 	   2.04 	   6.96 	      0 	   2.51 	      0 
  122.942	 DELIVER	    72 	   1.65 	    6.4 	      0 	   2.51 	  0.415 
  124.831	 DELIVER	    73 	   1.24 	   6.36 	      0 	   2.51 	  0.142 
  125.612	 DELIVER	    74 	   0.71 	   6.18 	      0 	   2.51 	  0.527 
  127.081	 DELIVER	    75 	   2.57 	    9.7 	      0 	   2.51 	      0 
