    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	        RATIO[3]	       WAIT[ID[7]] 
    5.329	 DELIVER	     1 	   1.14 	   5.25 	      0 	      0 	      0 
    7.249	 DELIVER	     2 	  0.891 	    6.7 	      0 	      0 	      0 
   10.079	 DELIVER	     3 	   1.16 	   7.55 	      0 	      0 	      0 
   15.085	 DELIVER	     4 	   1.51 	   7.63 	      0 	      0 	      0 
   17.834	 DELIVER	     5 	   1.31 	   7.91 	      0 	      0 	      0 
   21.352	 DELIVER	     6 	    2.9 	   6.37 	      0 	      0 	      0 
   27.586	 DELIVER	     7 	   1.17 	    4.7 	      0 	      0 	      0 
   32.299	 DELIVER	     8 	   2.92 	   9.79 	      0 	      0 	      0 
   33.591	 DELIVER	     9 	   2.41 	   10.4 	      0 	      0 	  0.874 
   33.782	 DELIVER	    10 	  0.961 	   7.06 	      0 	      0 	      0 
   41.360	 DELIVER	    11 	   2.17 	   9.17 	      0 	      0 	      0 
   42.216	 DELIVER	    12 	   1.17 	   6.02 	      0 	      0 	      0 
   42.387	 DELIVER	    13 	   2.54 	    7.9 	      0 	      0 	      0 
   43.926	 DELIVER	    14 	  0.693 	   6.03 	      0 	      0 	      0 
   45.795	 DELIVER	    15 	  0.377 	   5.28 	      0 	      0 	      0 
   45.961	 DELIVER	    16 	   1.28 	   7.07 	      0 	      0 	      0 
   47.250	 DELIVER	    17 	   2.82 	   9.13 	      0 	      0 	      0 
   52.223	 DELIVER	    18 	    2.8 	   8.61 	      0 	      0 	      0 
   54.439	 DELIVER	    19 	  0.683 	   4.59 	      0 	      0 	      0 
   55.087	 DELIVER	    20 	   2.55 	   6.73 	      0 	      0 	      0 
   57.643	 DELIVER	    21 	   1.14 	   6.38 	      0 	      0 	      0 
   57.773	 DELIVER	    22 	   1.58 	   6.49 	      0 	      0 	   1.12 
   58.335	 DELIVER	    23 	   2.11 	   7.12 	      0 	      0 	      0 
   61.547	 DELIVER	    24 	   1.66 	   9.91 	      0 	      0 	   1.69 
   62.364	 DELIVER	    25 	   1.21 	   9.97 	      0 	      0 	   1.59 
   62.527	 DELIVER	    26 	  0.972 	    8.1 	      0 	      0 	  0.557 
   62.747	 DELIVER	    27 	   1.32 	   7.82 	      0 	      0 	  0.273 
   62.936	 DELIVER	    28 	   1.32 	   7.25 	      0 	      0 	  0.272 
   63.266	 DELIVER	    29 	   1.52 	   7.49 	      0 	      0 	  0.746 
   64.013	 DELIVER	    30 	   0.72 	   5.32 	      0 	      0 	      0 
   65.716	 DELIVER	    31 	   1.45 	   8.29 	      0 	      0 	      0 
   66.706	 DELIVER	    32 	  0.614 	    7.2 	      0 	      0 	      0 
   68.946	 DELIVER	    33 	   1.28 	   6.94 	      0 	  0.904 	      0 
   69.697	 DELIVER	    34 	   2.57 	   7.78 	      0 	  0.904 	      0 
   71.626	 DELIVER	    35 	   0.69 	   6.11 	      0 	  0.904 	  0.712 
   72.225	 DELIVER	    36 	   2.08 	   8.07 	      0 	  0.904 	      0 
   72.769	 DELIVER	    37 	   1.27 	   7.55 	      0 	  0.904 	      0 
   76.752	 DELIVER	    38 	   1.49 	   11.1 	      0 	  0.904 	  0.831 
   77.039	 DELIVER	    39 	   1.57 	   11.2 	      0 	  0.904 	   1.08 
   78.218	 DELIVER	    40 	   2.73 	   12.2 	      0 	  0.904 	   1.97 
   79.372	 DELIVER	    41 	   2.87 	   13.3 	      0 	  0.904 	   2.41 
   79.758	 DELIVER	    42 	   2.23 	   13.3 	      0 	  0.904 	   4.28 
   80.182	 DELIVER	    43 	   2.69 	   12.6 	      0 	  0.904 	    3.8 
   83.580	 DELIVER	    44 	   2.27 	   15.6 	   5.41 	  0.904 	   6.06 
   84.104	 DELIVER	    45 	   2.27 	   68.5 	   5.41 	  0.904 	   6.06 
   84.263	 DELIVER	    46 	    2.9 	   15.4 	   5.41 	  0.904 	   6.51 
   84.705	 DELIVER	    47 	   1.19 	   14.2 	   5.41 	  0.904 	   5.85 
   84.918	 DELIVER	    48 	    1.1 	   13.4 	   5.41 	  0.904 	   5.96 
   85.587	 DELIVER	    49 	   1.06 	   13.9 	   5.41 	  0.904 	   6.52 
   87.638	 DELIVER	    50 	   2.66 	   14.5 	   5.41 	   19.6 	   5.48 
   87.848	 DELIVER	    51 	   1.28 	   13.9 	   5.41 	   19.6 	   5.39 
   88.297	 DELIVER	    52 	   1.71 	   12.4 	   5.41 	   19.6 	   4.67 
   89.267	 DELIVER	    53 	   1.55 	   12.6 	   5.41 	   19.6 	   4.57 
   90.444	 DELIVER	    54 	   1.56 	   13.7 	   5.41 	   19.6 	   5.56 
   90.653	 DELIVER	    55 	  0.651 	   13.8 	   5.41 	   19.6 	   5.94 
   92.702	 DELIVER	    56 	   2.83 	   15.2 	   5.41 	   19.6 	   5.97 
   93.025	 DELIVER	    57 	   2.14 	   15.1 	   5.41 	   19.6 	   5.96 
   93.184	 DELIVER	    58 	  0.513 	   15.1 	   5.41 	   19.6 	   7.89 
   93.331	 DELIVER	    59 	   2.63 	   14.7 	   5.41 	   19.6 	   7.67 
   94.631	 DELIVER	    60 	  0.837 	   15.8 	   5.41 	   19.6 	   7.71 
   94.799	 DELIVER	    61 	  0.771 	   14.6 	   5.41 	   19.6 	   7.19 
   95.466	 DELIVER	    62 	   1.08 	   11.8 	   5.41 	   19.6 	   4.48 
   96.834	 DELIVER	    63 	  0.396 	   8.87 	   5.41 	   19.6 	  0.966 
   98.285	 DELIVER	    64 	   2.37 	   10.2 	   5.41 	   19.6 	   1.07 
   99.271	 DELIVER	    65 	   2.02 	   10.8 	   5.41 	   19.6 	  0.825 
  102.131	 DELIVER	    66 	  0.711 	    9.8 	   5.41 	   19.6 	      0 
  103.350	 DELIVER	    67 	   1.26 	   10.5 	   5.41 	   19.6 	      0 
  110.199	 DELIVER	    68 	   2.27 	    9.9 	   5.41 	   19.6 	      0 
  115.746	 DELIVER	    69 	   0.93 	    8.7 	   5.41 	   19.6 	      0 
  116.793	 DELIVER	    70 	   1.01 	   9.11 	   5.41 	   19.6 	      0 
  119.212	 DELIVER	    71 	   1.13 	   9.06 	   5.41 	   19.6 	      0 
  119.590	 DELIVER	    72 	  0.724 	   8.46 	   5.41 	   19.6 	      0 
  119.613	 DELIVER	    73 	  0.959 	   7.87 	   5.41 	   19.6 	      0 
  119.797	 DELIVER	    74 	   1.01 	   7.53 	   5.41 	   19.6 	      0 
  120.712	 DELIVER	    75 	   1.65 	   5.23 	   5.41 	   19.6 	      0 
  125.542	 DELIVER	    76 	  0.986 	   7.31 	   5.41 	   19.6 	      0 
  126.132	 DELIVER	    77 	   1.84 	   7.87 	   5.41 	   19.6 	      0 
  127.435	 DELIVER	    78 	    1.9 	   9.12 	   5.41 	   19.6 	  0.901 
  127.778	 DELIVER	    79 	   2.26 	   7.11 	   5.41 	   19.6 	  0.454 
  128.439	 DELIVER	    80 	   1.97 	   7.82 	   5.41 	   20.5 	      0 
  132.290	 DELIVER	    81 	   1.09 	   10.6 	   6.72 	   20.7 	  0.861 
  132.731	 DELIVER	    82 	   2.91 	   10.7 	   6.72 	   20.7 	   1.33 
  135.046	 DELIVER	    83 	   2.62 	   10.4 	   6.87 	   20.7 	      0 
  135.916	 DELIVER	    84 	   1.91 	     11 	   6.87 	   20.7 	   1.33 
  137.083	 DELIVER	    85 	  0.427 	   11.5 	   6.87 	   20.7 	   1.68 
  137.341	 DELIVER	    86 	  0.815 	   11.4 	   6.87 	   20.7 	   1.75 
  137.650	 DELIVER	    87 	  0.999 	   10.6 	   6.87 	   20.7 	   1.15 
  138.891	 DELIVER	    88 	   2.14 	   11.7 	   6.87 	   20.7 	   1.24 
  142.890	 DELIVER	    89 	   2.74 	   15.5 	   6.87 	   20.7 	   1.81 
  144.706	 DELIVER	    90 	   1.21 	   17.3 	   6.87 	   20.7 	   3.18 
  144.973	 DELIVER	    91 	  0.964 	   16.7 	   6.87 	   20.7 	   3.56 
  145.073	 DELIVER	    92 	   2.28 	   15.8 	   6.87 	   20.7 	   2.68 
  145.302	 DELIVER	    93 	   2.08 	   15.8 	     17 	   20.7 	   3.33 
  145.515	 DELIVER	    94 	    2.7 	   15.8 	     17 	   20.7 	    4.5 
  145.918	 DELIVER	    95 	   2.02 	   16.1 	     17 	   20.7 	   5.05 
  146.774	 DELIVER	    96 	   2.05 	   16.8 	     17 	   20.7 	   6.91 
  146.795	 DELIVER	    97 	   2.75 	   16.5 	     17 	   20.7 	   6.66 
  147.321	 DELIVER	    98 	   1.79 	   16.5 	     17 	   20.7 	   8.08 
  148.737	 DELIVER	    99 	  0.505 	     16 	     17 	   20.7 	    6.9 
  149.516	 DELIVER	   100 	   2.94 	   16.3 	     17 	   20.7 	   6.92 
  152.497	 DELIVER	   101 	   2.47 	   18.2 	     17 	   41.9 	    6.4 
  152.637	 DELIVER	   102 	   2.44 	   17.9 	     17 	   41.9 	    8.4 
  154.101	 DELIVER	   103 	   1.97 	     19 	     17 	   41.9 	   8.13 
  155.687	 DELIVER	   104 	   1.11 	   20.5 	     17 	   41.9 	   9.95 
  155.755	 DELIVER	   105 	   2.63 	   18.9 	     17 	   41.9 	   8.73 
  157.386	 DELIVER	   106 	  0.638 	     20 	     17 	   41.9 	    8.9 
  158.262	 DELIVER	   107 	   2.78 	   20.2 	     17 	   41.9 	   8.86 
  158.428	 DELIVER	   108 	  0.745 	   20.1 	     17 	   41.9 	   9.89 
  158.814	 DELIVER	   109 	  0.818 	   20.1 	     17 	   41.9 	   10.3 
  159.194	 DELIVER	   110 	   1.66 	   20.3 	     17 	   41.9 	   10.8 
  159.287	 DELIVER	   111 	  0.946 	   19.3 	     17 	   41.9 	   9.74 
  159.411	 DELIVER	   112 	  0.822 	   13.4 	     17 	   41.9 	   4.64 
  160.576	 DELIVER	   113 	   1.57 	   13.6 	     17 	   41.9 	   4.37 
  162.126	 DELIVER	   114 	  0.946 	   14.8 	     17 	   41.9 	   4.16 
  165.962	 DELIVER	   115 	  0.659 	   17.1 	     17 	   41.9 	   3.56 
  166.136	 DELIVER	   116 	   2.04 	   13.7 	     17 	   41.9 	  0.551 
  166.336	 DELIVER	   117 	   1.75 	     13 	     17 	   41.9 	      0 
  166.608	 DELIVER	   118 	   1.09 	     13 	     17 	   41.9 	   1.33 
  166.675	 DELIVER	   119 	  0.569 	   6.72 	     17 	   41.9 	      0 
  174.412	 DELIVER	   120 	  0.844 	   7.43 	     17 	   41.9 	      0 
  175.971	 DELIVER	   121 	   2.54 	   7.19 	     17 	   41.9 	      0 
  177.192	 DELIVER	   122 	   2.78 	   8.46 	     17 	   41.9 	      0 
  178.631	 DELIVER	   123 	   2.81 	   7.26 	     17 	   41.9 	      0 
  179.629	 DELIVER	   124 	   2.67 	   8.18 	     17 	   41.9 	 0.0627 
  182.501	 DELIVER	   125 	   2.99 	   7.06 	     17 	   41.9 	      0 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.965 Time Sample Var. =	 0.8462
 Event Ave. =	  1.649 Event Sample Var. =	 0.5909
 Minimum =	 0.3767
 Maximum =	  2.993
SYSTEM[ID[7]]:
 Time Ave. = 	  8.872 Time Sample Var. =	  14.79
 Event Ave. =	  11.78 Event Sample Var. =	  43.73
 Minimum =	  4.588
 Maximum =	  68.52
RATIO[0]:
 Time Ave. = 	  8.164 Time Sample Var. =	  55.43
 Event Ave. =	  6.738 Event Sample Var. =	  43.77
 Minimum =	      0
 Maximum =	  16.97
RATIO[3]:
 Time Ave. = 	  20.76 Time Sample Var. =	  317.7
 Event Ave. =	  16.69 Event Sample Var. =	  237.1
 Minimum =	      0
 Maximum =	   41.9
WAIT[ID[7]]:
 Time Ave. = 	  1.091 Time Sample Var. =	  5.318
 Event Ave. =	  2.636 Event Sample Var. =	  10.09
 Minimum =	      0
 Maximum =	  10.82
