    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	          RATIO[3] 
    0.000	   INIT	     1 	   1.58 	   7.31 	      0 	      0 
    0.005	    ARR	     1 	   1.58 	0.00524 	      0 	      0 
    0.005	 TOPPING	     1 	0.00524 	0.00524 	      0 	      0 
    0.731	    ARR	     2 	0.00524 	0.00524 	      0 	      0 
    0.731	 TOPPING	     2 	0.00524 	0.00524 	      0 	      0 
    2.698	   COOK	     1 	0.00524 	0.00524 	      0 	      0 
    2.790	   COOK	     2 	   2.78 	0.00524 	      0 	      0 
    4.529	    ARR	     3 	   2.78 	0.00524 	      0 	      0 
    4.529	 TOPPING	     3 	   2.78 	0.00524 	      0 	      0 
    5.432	   COOK	     3 	   2.78 	0.00524 	      0 	      0 
    5.878	  READY	     1 	   2.78 	0.00524 	      0 	      0 
    5.878	 FINISH	     1 	   2.78 	0.00524 	      0 	      0 
    6.170	 DELIVER	     1 	   2.78 	   6.17 	      0 	      0 
    6.248	    ARR	     4 	   2.78 	   6.17 	      0 	      0 
    6.248	 TOPPING	     4 	   2.78 	   6.17 	      0 	      0 
    7.240	    ARR	     5 	   2.78 	   6.17 	      0 	      0 
    7.240	 TOPPING	     5 	   2.78 	   6.17 	      0 	      0 
    7.402	    ARR	     6 	   2.78 	   6.17 	      0 	      0 
    8.439	  READY	     2 	   2.78 	   6.17 	      0 	      0 
    8.439	 FINISH	     2 	   2.78 	   6.17 	      0 	      0 
    8.901	   COOK	     4 	   2.78 	   6.17 	      0 	      0 
    8.901	 TOPPING	     6 	   2.78 	   6.17 	      0 	      0 
   10.012	   COOK	     5 	   2.78 	   6.17 	      0 	      0 
   10.213	 DELIVER	     2 	   1.97 	   9.48 	      0 	      0 
   10.461	  READY	     3 	   1.97 	   9.48 	      0 	      0 
   10.461	 FINISH	     3 	   1.97 	   9.48 	      0 	      0 
   11.302	   COOK	     6 	   1.97 	   9.48 	      0 	      0 
   11.449	 DELIVER	     3 	  0.903 	   6.92 	      0 	      0 
   12.829	    ARR	     7 	  0.903 	   6.92 	      0 	      0 
   12.829	 TOPPING	     7 	  0.903 	   6.92 	      0 	      0 
   12.905	  READY	     4 	  0.903 	   6.92 	      0 	      0 
   12.905	 FINISH	     4 	  0.903 	   6.92 	      0 	      0 
   13.203	 DELIVER	     4 	   2.65 	   6.95 	      0 	      0 
   13.596	  READY	     5 	   2.65 	   6.95 	      0 	      0 
   13.596	 FINISH	     5 	   2.65 	   6.95 	      0 	      0 
   13.987	 DELIVER	     5 	   2.77 	   6.75 	      0 	      0 
   14.500	    ARR	     8 	   2.77 	   6.75 	      0 	      0 
   14.500	 TOPPING	     8 	   2.77 	   6.75 	      0 	      0 
   14.986	  READY	     6 	   2.77 	   6.75 	      0 	      0 
   14.986	 FINISH	     6 	   2.77 	   6.75 	      0 	      0 
   15.738	 DELIVER	     6 	    2.4 	   8.34 	      0 	      0 
   15.740	   COOK	     7 	    2.4 	   8.34 	      0 	      0 
   17.412	   COOK	     8 	    2.4 	   8.34 	      0 	      0 
   17.682	    ARR	     9 	    2.4 	   8.34 	      0 	      0 
   17.682	 TOPPING	     9 	    2.4 	   8.34 	      0 	      0 
   18.900	   COOK	     9 	    2.4 	   8.34 	      0 	      0 
   20.827	  READY	     7 	    2.4 	   8.34 	      0 	      0 
   20.827	 FINISH	     7 	    2.4 	   8.34 	      0 	      0 
   22.139	  READY	     8 	    2.4 	   8.34 	      0 	      0 
   22.139	 FINISH	     8 	    2.4 	   8.34 	      0 	      0 
   23.007	 DELIVER	     7 	   2.91 	   10.2 	      0 	      0 
   23.026	 DELIVER	     8 	   2.91 	   8.53 	      0 	      0 
   23.715	    ARR	    10 	   2.91 	   8.53 	      0 	      0 
   23.715	 TOPPING	    10 	   2.91 	   8.53 	      0 	      0 
   23.853	  READY	     9 	   2.91 	   8.53 	      0 	      0 
   23.853	 FINISH	     9 	   2.91 	   8.53 	      0 	      0 
   23.938	 DELIVER	     9 	   1.22 	   6.26 	      0 	      0 
   24.349	   COOK	    10 	   1.22 	   6.26 	      0 	      0 
   25.347	    ARR	    11 	   1.22 	   6.26 	      0 	      0 
   25.347	 TOPPING	    11 	   1.22 	   6.26 	      0 	      0 
   26.709	    ARR	    12 	   1.22 	   6.26 	      0 	      0 
   26.709	 TOPPING	    12 	   1.22 	   6.26 	      0 	      0 
   27.619	   COOK	    11 	   1.22 	   6.26 	      0 	      0 
   28.719	   COOK	    12 	   1.22 	   6.26 	      0 	      0 
   29.516	    ARR	    13 	   1.22 	   6.26 	      0 	      0 
   29.516	 TOPPING	    13 	   1.22 	   6.26 	      0 	      0 
   30.157	  READY	    10 	   1.22 	   6.26 	      0 	      0 
   30.157	 FINISH	    10 	   1.22 	   6.26 	      0 	      0 
   30.383	 DELIVER	    10 	  0.634 	   6.67 	      0 	      0 
   31.059	   COOK	    13 	  0.634 	   6.67 	      0 	      0 
   31.712	  READY	    11 	  0.634 	   6.67 	      0 	      0 
   31.712	 FINISH	    11 	  0.634 	   6.67 	      0 	      0 
   32.267	    ARR	    14 	  0.634 	   6.67 	      0 	      0 
   32.267	 TOPPING	    14 	  0.634 	   6.67 	      0 	      0 
   32.372	 DELIVER	    11 	   2.27 	   7.02 	      0 	      0 
   33.368	  READY	    12 	   2.27 	   7.02 	      0 	      0 
   33.368	 FINISH	    12 	   2.27 	   7.02 	      0 	      0 
   33.494	   COOK	    14 	   2.27 	   7.02 	      0 	      0 
   33.627	    ARR	    15 	   2.27 	   7.02 	      0 	      0 
   33.627	 TOPPING	    15 	   2.27 	   7.02 	      0 	      0 
   33.729	 DELIVER	    12 	   2.01 	   7.02 	      0 	      0 
   35.091	  READY	    13 	   2.01 	   7.02 	      0 	      0 
   35.091	 FINISH	    13 	   2.01 	   7.02 	      0 	      0 
   35.375	 DELIVER	    13 	   1.54 	   5.86 	      0 	      0 
   36.429	  READY	    14 	   1.54 	   5.86 	      0 	      0 
   36.429	 FINISH	    14 	   1.54 	   5.86 	      0 	      0 
   36.496	   COOK	    15 	   1.54 	   5.86 	      0 	      0 
   37.240	    ARR	    16 	   1.54 	   5.86 	      0 	      0 
   37.240	 TOPPING	    16 	   1.54 	   5.86 	      0 	      0 
   38.645	 DELIVER	    14 	   1.23 	   6.38 	      0 	      0 
   38.719	   COOK	    16 	   1.23 	   6.38 	      0 	      0 
   38.832	    ARR	    17 	   1.23 	   6.38 	      0 	      0 
   38.832	 TOPPING	    17 	   1.23 	   6.38 	      0 	      0 
   40.170	    ARR	    18 	   1.23 	   6.38 	      0 	      0 
   40.170	 TOPPING	    18 	   1.23 	   6.38 	      0 	      0 
   40.773	   COOK	    17 	   1.23 	   6.38 	      0 	      0 
   40.896	    ARR	    19 	   1.23 	   6.38 	      0 	      0 
   40.896	 TOPPING	    19 	   1.23 	   6.38 	      0 	      0 
   41.816	    ARR	    20 	   1.23 	   6.38 	      0 	      0 
   41.910	  READY	    15 	   1.23 	   6.38 	      0 	      0 
   41.910	 FINISH	    15 	   1.23 	   6.38 	      0 	      0 
   42.004	 DELIVER	    15 	   1.48 	   4.76 	      0 	      0 
   42.185	    ARR	    21 	   1.48 	   4.76 	      0 	      0 
   42.346	  READY	    16 	   1.48 	   4.76 	      0 	      0 
   42.346	 FINISH	    16 	   1.48 	   4.76 	      0 	      0 
   42.354	   COOK	    18 	   1.48 	   4.76 	      0 	      0 
   42.354	 TOPPING	    20 	   1.48 	   4.76 	      0 	      0 
   42.372	    ARR	    22 	   1.48 	   4.76 	      0 	      0 
   42.860	 DELIVER	    16 	   2.87 	   9.23 	      0 	      0 
   43.514	   COOK	    19 	   2.87 	   9.23 	      0 	      0 
   43.514	 TOPPING	    21 	   2.87 	   9.23 	      0 	      0 
   43.873	   COOK	    20 	   2.87 	   9.23 	      0 	      0 
   43.873	 TOPPING	    22 	   2.87 	   9.23 	      0 	      0 
   44.230	    ARR	    23 	   2.87 	   9.23 	      0 	      0 
   45.859	  READY	    17 	   2.87 	   9.23 	      0 	      0 
   45.859	 FINISH	    17 	   2.87 	   9.23 	      0 	      0 
   46.075	 DELIVER	    17 	   1.94 	   7.24 	      0 	      0 
   46.507	   COOK	    21 	   1.94 	   7.24 	      0 	      0 
   46.507	 TOPPING	    23 	   1.94 	   7.24 	      0 	      0 
   46.802	   COOK	    22 	   1.94 	   7.24 	      0 	      0 
   47.424	  READY	    18 	   1.94 	   7.24 	      0 	      0 
   47.424	 FINISH	    18 	   1.94 	   7.24 	      0 	      0 
   47.456	  READY	    19 	   1.94 	   7.24 	      0 	      0 
   47.456	 FINISH	    19 	   1.94 	   7.24 	      0 	      0 
   47.492	 DELIVER	    18 	   2.18 	   7.32 	      0 	      0 
   48.012	  READY	    20 	   2.18 	   7.32 	      0 	      0 
   48.012	 FINISH	    20 	   2.18 	   7.32 	      0 	      0 
   48.148	    ARR	    24 	   2.18 	   7.32 	      0 	      0 
   48.148	 TOPPING	    24 	   2.18 	   7.32 	      0 	      0 
   48.277	 DELIVER	    19 	   2.62 	   7.38 	      0 	      0 
   48.754	 DELIVER	    20 	   1.52 	   6.94 	      0 	      0 
   49.134	   COOK	    23 	   1.52 	   6.94 	      0 	      0 
   49.575	  READY	    21 	   1.52 	   6.94 	      0 	      0 
   49.575	 FINISH	    21 	   1.52 	   6.94 	      0 	      0 
   49.725	   COOK	    24 	   1.52 	   6.94 	      0 	      0 
   50.433	  READY	    22 	   1.52 	   6.94 	      0 	      0 
   50.433	 FINISH	    22 	   1.52 	   6.94 	      0 	      0 
   50.620	    ARR	    25 	   1.52 	   6.94 	      0 	      0 
   50.620	 TOPPING	    25 	   1.52 	   6.94 	      0 	      0 
   50.982	    ARR	    26 	   1.52 	   6.94 	      0 	      0 
   50.982	 TOPPING	    26 	   1.52 	   6.94 	      0 	      0 
   51.005	    ARR	    27 	   1.52 	   6.94 	      0 	      0 
   51.175	 DELIVER	    21 	   2.93 	    8.8 	      0 	      0 
   51.190	 DELIVER	    22 	   2.99 	   9.01 	      0 	      0 
   51.333	    ARR	    28 	   2.99 	   9.01 	      0 	      0 
   51.820	    ARR	    29 	   2.99 	   9.01 	      0 	      0 
   51.883	   COOK	    25 	   2.99 	   9.01 	      0 	      0 
   51.883	 TOPPING	    27 	   2.99 	   9.01 	      0 	      0 
   52.539	   COOK	    26 	   2.99 	   9.01 	      0 	      0 
   52.539	 TOPPING	    28 	   2.99 	   9.01 	      0 	      0 
   52.710	  READY	    23 	   2.99 	   9.01 	      0 	      0 
   52.710	 FINISH	    23 	   2.99 	   9.01 	      0 	      0 
   52.751	    ARR	    30 	   2.99 	   9.01 	      0 	      0 
   53.012	   COOK	    27 	   2.99 	   9.01 	      0 	      0 
   53.012	 TOPPING	    29 	   2.99 	   9.01 	      0 	      0 
   53.327	    ARR	    31 	   2.99 	   9.01 	      0 	      0 
   53.365	    ARR	    32 	   2.99 	   9.01 	      0 	      0 
   53.954	   COOK	    28 	   2.99 	   9.01 	      0 	      0 
   53.954	 TOPPING	    30 	   2.99 	   9.01 	      0 	      0 
   54.067	  READY	    24 	   2.99 	   9.01 	      0 	      0 
   54.067	 FINISH	    24 	   2.99 	   9.01 	      0 	      0 
   54.075	 DELIVER	    23 	   2.63 	   9.85 	      0 	      0 
   54.272	    ARR	    33 	   2.63 	   9.85 	      0 	      0 
   54.901	    ARR	    34 	   2.63 	   9.85 	      0 	      0 
   54.997	   COOK	    29 	   2.63 	   9.85 	      0 	      0 
   54.997	 TOPPING	    31 	   2.63 	   9.85 	      0 	 0.0962 
   55.000	 DELIVER	    24 	   1.58 	   6.85 	      0 	 0.0962 
   55.233	    ARR	    35 	   1.58 	   6.85 	      0 	 0.0962 
   55.768	   COOK	    30 	   1.58 	   6.85 	      0 	 0.0962 
   55.768	 TOPPING	    32 	   1.58 	   6.85 	      0 	  0.631 
   55.842	    ARR	    36 	   1.58 	   6.85 	      0 	  0.631 
   56.520	    ARR	    37 	   1.58 	   6.85 	      0 	  0.631 
   56.928	    ARR	    38 	   1.58 	   6.85 	      0 	  0.631 
   57.044	  READY	    25 	   1.58 	   6.85 	      0 	  0.631 
   57.044	 FINISH	    25 	   1.58 	   6.85 	      0 	  0.631 
   57.071	  READY	    26 	   1.58 	   6.85 	      0 	  0.631 
   57.071	 FINISH	    26 	   1.58 	   6.85 	      0 	  0.631 
   57.233	    ARR	    39 	   1.58 	   6.85 	      0 	  0.631 
   57.275	  READY	    27 	   1.58 	   6.85 	      0 	  0.631 
   57.408	   COOK	    31 	   1.58 	   6.85 	      0 	  0.631 
   57.408	 TOPPING	    33 	   1.58 	   6.85 	      0 	  0.631 
   57.500	    ARR	    40 	   1.58 	   6.85 	      0 	  0.631 
   57.628	    ARR	    41 	   1.58 	   6.85 	      0 	  0.631 
   57.649	 DELIVER	    25 	   1.13 	   6.64 	      0 	  0.631 
   57.649	 FINISH	    27 	   1.13 	   6.64 	      0 	  0.631 
   57.952	 DELIVER	    26 	  0.901 	   6.97 	      0 	  0.631 
   58.250	 DELIVER	    27 	   1.92 	   7.63 	      0 	  0.631 
   58.465	  READY	    28 	   1.92 	   7.63 	      0 	  0.631 
   58.465	 FINISH	    28 	   1.92 	   7.63 	      0 	  0.631 
   58.509	 DELIVER	    28 	   1.42 	   7.18 	      0 	  0.631 
   58.531	    ARR	    42 	   1.42 	   7.18 	      0 	  0.631 
   58.660	   COOK	    32 	   1.42 	   7.18 	      0 	  0.631 
   58.660	 TOPPING	    34 	   1.42 	   7.18 	      0 	  0.631 
   59.651	  READY	    29 	   1.42 	   7.18 	      0 	  0.631 
   59.651	 FINISH	    29 	   1.42 	   7.18 	      0 	  0.631 
   59.672	 DELIVER	    29 	   1.98 	   7.85 	      0 	  0.631 
   59.805	    ARR	    43 	   1.98 	   7.85 	      0 	  0.631 
   59.986	    ARR	    44 	   1.98 	   7.85 	      0 	  0.631 
   60.214	   COOK	    33 	   1.98 	   7.85 	      0 	  0.631 
   60.214	 TOPPING	    35 	   1.98 	   7.85 	      0 	  0.631 
   60.526	  READY	    30 	   1.98 	   7.85 	      0 	  0.631 
   60.526	 FINISH	    30 	   1.98 	   7.85 	      0 	  0.631 
   60.634	  READY	    31 	   1.98 	   7.85 	      0 	  0.631 
   60.634	 FINISH	    31 	   1.98 	   7.85 	      0 	  0.631 
   60.659	 DELIVER	    30 	   2.41 	   7.33 	      0 	  0.631 
   60.855	    ARR	    45 	   2.41 	   7.33 	      0 	  0.631 
   61.357	   COOK	    34 	   2.41 	   7.33 	      0 	  0.631 
   61.357	 TOPPING	    36 	   2.41 	   7.33 	      0 	  0.631 
   61.483	 DELIVER	    31 	   1.81 	   8.73 	      0 	  0.631 
   61.778	    ARR	    46 	   1.81 	   8.73 	      0 	  0.631 
   61.862	    ARR	    47 	   1.81 	   8.73 	      0 	  0.631 
   62.221	  READY	    32 	   1.81 	   8.73 	      0 	  0.631 
   62.221	 FINISH	    32 	   1.81 	   8.73 	      0 	  0.631 
   62.388	   COOK	    35 	   1.81 	   8.73 	      0 	  0.631 
   62.388	 TOPPING	    37 	   1.81 	   8.73 	      0 	  0.631 
   63.294	   COOK	    36 	   1.81 	   8.73 	      0 	  0.631 
   63.294	 TOPPING	    38 	   1.81 	   8.73 	      0 	  0.631 
   63.450	    ARR	    48 	   1.81 	   8.73 	      0 	  0.631 
   64.053	    ARR	    49 	   1.81 	   8.73 	      0 	  0.631 
   64.166	    ARR	    50 	   1.81 	   8.73 	      0 	  0.631 
   64.188	    ARR	    51 	   1.81 	   8.73 	      0 	  0.631 
   64.705	   COOK	    37 	   1.81 	   8.73 	      0 	  0.631 
   64.705	 TOPPING	    39 	   1.81 	   8.73 	      0 	  0.631 
   65.071	  READY	    33 	   1.81 	   8.73 	      0 	  0.631 
   65.071	 FINISH	    33 	   1.81 	   8.73 	      0 	  0.631 
   65.137	    ARR	    52 	   1.81 	   8.73 	      0 	  0.631 
   65.185	  READY	    34 	   1.81 	   8.73 	      0 	  0.631 
   65.364	   COOK	    38 	   1.81 	   8.73 	      0 	  0.631 
   65.364	 TOPPING	    40 	   1.81 	   8.73 	      0 	  0.631 
   65.445	 DELIVER	    32 	   2.89 	   12.1 	      0 	  0.631 
   65.445	 FINISH	    34 	   2.89 	   12.1 	      0 	  0.631 
   65.769	    ARR	    53 	   2.89 	   12.1 	      0 	  0.631 
   66.284	  READY	    35 	   2.89 	   12.1 	      0 	  0.631 
   66.298	 DELIVER	    33 	    2.7 	   11.4 	      0 	  0.631 
   66.298	 FINISH	    35 	    2.7 	   11.4 	      0 	  0.631 
   66.416	 DELIVER	    34 	   1.94 	   10.6 	      0 	  0.631 
   66.547	   COOK	    39 	   1.94 	   10.6 	      0 	  0.631 
   66.547	 TOPPING	    41 	   1.94 	   10.6 	      0 	  0.631 
   66.896	    ARR	    54 	   1.94 	   10.6 	      0 	  0.631 
   67.044	  READY	    36 	   1.94 	   10.6 	      0 	  0.631 
   67.044	 FINISH	    36 	   1.94 	   10.6 	      0 	  0.631 
   67.252	 DELIVER	    35 	   2.17 	     12 	      0 	  0.631 
   67.371	    ARR	    55 	   2.17 	     12 	      0 	  0.631 
   67.464	 DELIVER	    36 	   2.81 	   13.2 	      0 	  0.631 
   67.816	   COOK	    40 	   2.81 	   13.2 	      0 	  0.631 
   67.816	 TOPPING	    42 	   2.81 	   13.2 	      0 	  0.631 
   68.748	   COOK	    41 	   2.81 	   13.2 	      0 	  0.631 
   68.748	 TOPPING	    43 	   2.81 	   13.2 	      0 	  0.631 
   69.263	   COOK	    42 	   2.81 	   13.2 	      0 	  0.631 
   69.263	 TOPPING	    44 	   2.81 	   13.2 	      0 	  0.631 
   69.441	    ARR	    56 	   2.81 	   13.2 	      0 	  0.631 
   69.449	   COOK	    43 	   2.81 	   13.2 	      0 	  0.631 
   69.449	 TOPPING	    45 	   2.81 	   13.2 	      0 	  0.631 
   70.320	    ARR	    57 	   2.81 	   13.2 	      0 	  0.631 
   70.517	  READY	    37 	   2.81 	   13.2 	      0 	  0.631 
   70.517	 FINISH	    37 	   2.81 	   13.2 	      0 	  0.631 
   70.849	  READY	    38 	   2.81 	   13.2 	      0 	  0.631 
   70.849	 FINISH	    38 	   2.81 	   13.2 	      0 	  0.631 
   71.033	    ARR	    58 	   2.81 	   13.2 	      0 	  0.631 
   71.113	 DELIVER	    37 	   1.84 	   13.9 	      0 	  0.631 
   71.185	  READY	    39 	   1.84 	   13.9 	      0 	  0.631 
   71.185	 FINISH	    39 	   1.84 	   13.9 	      0 	  0.631 
   71.297	    ARR	    59 	   1.84 	   13.9 	      0 	  0.631 
   71.376	 DELIVER	    38 	   2.07 	   14.4 	      0 	  0.631 
   71.679	   COOK	    44 	   2.07 	   14.4 	      0 	  0.631 
   71.679	 TOPPING	    46 	   2.07 	   14.4 	      0 	  0.631 
   71.823	   COOK	    45 	   2.07 	   14.4 	      0 	  0.631 
   71.823	 TOPPING	    47 	   2.07 	   14.4 	      0 	  0.631 
   72.162	    ARR	    60 	   2.07 	   14.4 	      0 	  0.631 
   72.362	    ARR	    61 	   2.07 	   14.4 	      0 	  0.631 
   72.483	   COOK	    46 	   2.07 	   14.4 	      0 	  0.631 
   72.483	 TOPPING	    48 	   2.07 	   14.4 	      0 	  0.631 
   72.669	   COOK	    47 	   2.07 	   14.4 	      0 	  0.631 
   72.669	 TOPPING	    49 	   2.07 	   14.4 	      0 	  0.631 
   72.829	  READY	    40 	   2.07 	   14.4 	      0 	  0.631 
