    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	        RATIO[3]	       WAIT[ID[7]] 
    6.736	 DELIVER	     1 	   1.33 	   6.66 	      0 	      0 	      0 
    6.980	 DELIVER	     2 	  0.906 	   6.14 	      0 	      0 	      0 
    9.244	 DELIVER	     3 	   1.72 	   6.14 	      0 	      0 	      0 
   10.293	 DELIVER	     4 	   2.23 	   9.12 	      0 	      0 	  0.237 
   11.704	 DELIVER	     5 	  0.819 	   5.07 	      0 	      0 	  0.341 
   12.329	 DELIVER	     6 	    1.1 	   5.81 	      0 	      0 	      0 
   13.416	 DELIVER	     7 	  0.889 	   7.33 	      0 	      0 	      0 
   14.407	 DELIVER	     8 	   2.74 	   7.35 	      0 	      0 	   1.24 
   14.486	 DELIVER	     9 	   1.51 	   7.84 	      0 	      0 	  0.978 
   16.070	 DELIVER	    10 	  0.497 	   9.31 	      0 	      0 	   1.03 
   18.568	 DELIVER	    11 	   1.28 	   6.53 	      0 	      0 	      0 
   18.795	 DELIVER	    12 	   1.08 	   7.78 	      0 	      0 	      0 
   20.978	 DELIVER	    13 	   0.85 	   4.99 	      0 	      0 	      0 
   21.522	 DELIVER	    14 	  0.716 	   6.88 	      0 	      0 	      0 
   23.821	 DELIVER	    15 	   1.32 	   6.12 	      0 	      0 	      0 
   30.418	 DELIVER	    16 	    2.4 	   8.77 	      0 	      0 	      0 
   31.301	 DELIVER	    17 	   2.26 	   10.6 	      0 	      0 	      0 
   31.928	 DELIVER	    18 	   2.24 	   7.89 	      0 	      0 	      0 
   34.978	 DELIVER	    19 	   1.28 	   5.88 	      0 	      0 	      0 
   40.808	 DELIVER	    20 	  0.824 	   5.65 	      0 	      0 	      0 
   48.784	 DELIVER	    21 	    1.7 	   5.46 	      0 	      0 	      0 
   52.721	 DELIVER	    22 	   1.72 	   7.81 	      0 	      0 	      0 
   53.990	 DELIVER	    23 	   2.75 	   8.22 	      0 	      0 	      0 
   56.426	 DELIVER	    24 	   2.81 	   8.95 	      0 	  0.145 	      0 
   58.895	 DELIVER	    25 	   1.27 	   7.77 	      0 	  0.145 	      0 
   59.606	 DELIVER	    26 	    1.6 	    7.1 	      0 	  0.145 	  0.708 
   60.412	 DELIVER	    27 	   2.13 	   9.33 	      0 	  0.145 	      0 
   60.938	 DELIVER	    28 	   2.57 	   6.53 	      0 	  0.145 	   0.41 
   61.438	 DELIVER	    29 	  0.982 	   9.98 	      0 	   6.22 	  0.934 
   64.522	 DELIVER	    30 	   2.34 	   10.1 	      0 	   6.22 	   2.57 
   65.959	 DELIVER	    31 	  0.771 	   10.9 	      0 	   9.73 	   4.86 
   66.330	 DELIVER	    32 	   1.79 	   11.7 	      0 	   9.73 	   4.68 
   67.720	 DELIVER	    33 	  0.771 	   56.8 	      0 	   9.73 	   4.86 
   68.115	 DELIVER	    34 	   2.75 	   12.5 	      0 	   11.9 	   5.13 
   68.465	 DELIVER	    35 	   2.62 	   14.1 	      0 	   11.9 	      0 
   69.760	 DELIVER	    36 	   2.46 	   13.5 	      0 	   11.9 	   4.83 
   70.026	 DELIVER	    37 	   2.46 	   56.6 	      0 	   11.9 	   4.83 
   70.139	 DELIVER	    38 	   1.15 	   13.6 	      0 	   11.9 	   6.85 
   71.455	 DELIVER	    39 	  0.849 	   9.52 	      0 	   11.9 	   2.66 
   72.805	 DELIVER	    40 	   2.96 	     13 	      0 	   15.4 	   4.53 
   73.540	 DELIVER	    41 	   2.63 	   10.7 	      0 	   15.4 	    2.6 
   73.595	 DELIVER	    42 	    1.5 	   10.1 	      0 	   15.4 	   4.56 
   75.245	 DELIVER	    43 	  0.674 	   9.35 	      0 	   15.4 	   3.89 
   75.878	 DELIVER	    44 	   2.49 	   12.8 	      0 	   15.4 	   4.21 
   77.122	 DELIVER	    45 	   2.77 	   10.9 	      0 	   15.4 	   4.29 
   77.535	 DELIVER	    46 	   2.08 	   13.5 	      0 	   15.4 	   5.58 
   79.969	 DELIVER	    47 	   1.76 	   10.7 	      0 	   15.4 	    3.8 
