    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	          RATIO[3] 
    0.000	   INIT	     1 	   2.15 	   7.73 	      0 	      0 
    0.045	    ARR	     1 	   2.15 	 0.0448 	      0 	      0 
    0.045	 TOPPING	     1 	 0.0448 	 0.0448 	      0 	      0 
    0.769	   COOK	     1 	  0.724 	 0.0448 	      0 	      0 
    2.275	    ARR	     2 	  0.724 	 0.0448 	      0 	      0 
    2.275	 TOPPING	     2 	  0.724 	 0.0448 	      0 	      0 
    2.371	    ARR	     3 	  0.724 	 0.0448 	      0 	      0 
    2.371	 TOPPING	     3 	  0.724 	 0.0448 	      0 	      0 
    2.378	    ARR	     4 	  0.724 	 0.0448 	      0 	      0 
    2.573	    ARR	     5 	  0.724 	 0.0448 	      0 	      0 
    2.702	   COOK	     2 	  0.724 	 0.0448 	      0 	      0 
    2.702	 TOPPING	     4 	  0.724 	 0.0448 	      0 	      0 
    4.185	   COOK	     3 	  0.724 	 0.0448 	      0 	      0 
    4.185	 TOPPING	     5 	  0.724 	 0.0448 	      0 	      0 
    4.199	    ARR	     6 	  0.724 	 0.0448 	      0 	      0 
    4.410	   COOK	     4 	  0.724 	 0.0448 	      0 	      0 
    4.410	 TOPPING	     6 	  0.724 	 0.0448 	      0 	      0 
    4.847	  READY	     1 	  0.724 	 0.0448 	      0 	      0 
    4.847	 FINISH	     1 	  0.724 	 0.0448 	      0 	      0 
    4.938	 DELIVER	     1 	  0.724 	   4.89 	      0 	      0 
    5.482	   COOK	     5 	  0.724 	   4.89 	      0 	      0 
    6.894	  READY	     2 	  0.724 	   4.89 	      0 	      0 
    6.894	 FINISH	     2 	  0.724 	   4.89 	      0 	      0 
    7.024	 DELIVER	     2 	  0.427 	   4.75 	      0 	      0 
    7.349	   COOK	     6 	  0.427 	   4.75 	      0 	      0 
    7.485	    ARR	     7 	  0.427 	   4.75 	      0 	      0 
    7.485	 TOPPING	     7 	  0.427 	   4.75 	      0 	      0 
    8.543	  READY	     3 	  0.427 	   4.75 	      0 	      0 
    8.543	 FINISH	     3 	  0.427 	   4.75 	      0 	      0 
    8.744	    ARR	     8 	  0.427 	   4.75 	      0 	      0 
    8.744	 TOPPING	     8 	  0.427 	   4.75 	      0 	      0 
    9.074	 DELIVER	     3 	   1.81 	    6.7 	      0 	      0 
    9.269	    ARR	     9 	   1.81 	    6.7 	      0 	      0 
    9.702	   COOK	     7 	   1.81 	    6.7 	      0 	      0 
    9.702	 TOPPING	     9 	   1.81 	    6.7 	      0 	      0 
   10.205	   COOK	     8 	   1.81 	    6.7 	      0 	      0 
   10.265	  READY	     4 	   1.81 	    6.7 	      0 	      0 
   10.265	 FINISH	     4 	   1.81 	    6.7 	      0 	      0 
   10.630	 DELIVER	     4 	   1.71 	   8.25 	      0 	      0 
   10.812	  READY	     5 	   1.71 	   8.25 	      0 	      0 
   10.812	 FINISH	     5 	   1.71 	   8.25 	      0 	      0 
   11.071	   COOK	     9 	   1.71 	   8.25 	      0 	      0 
   12.242	 DELIVER	     5 	    1.3 	   9.67 	      0 	      0 
   12.563	  READY	     6 	    1.3 	   9.67 	      0 	      0 
   12.563	 FINISH	     6 	    1.3 	   9.67 	      0 	      0 
   12.904	  READY	     7 	    1.3 	   9.67 	      0 	      0 
   12.904	 FINISH	     7 	    1.3 	   9.67 	      0 	      0 
   13.023	 DELIVER	     6 	   2.22 	   5.54 	      0 	      0 
   13.112	 DELIVER	     7 	   2.94 	   8.91 	      0 	      0 
   15.103	  READY	     8 	   2.94 	   8.91 	      0 	      0 
   15.103	 FINISH	     8 	   2.94 	   8.91 	      0 	      0 
   15.169	    ARR	    10 	   2.94 	   8.91 	      0 	      0 
   15.169	 TOPPING	    10 	   2.94 	   8.91 	      0 	      0 
   15.172	  READY	     9 	   2.94 	   8.91 	      0 	      0 
   15.172	 FINISH	     9 	   2.94 	   8.91 	      0 	      0 
   15.222	 DELIVER	     8 	   2.33 	   6.48 	      0 	      0 
   16.286	   COOK	    10 	   2.33 	   6.48 	      0 	      0 
   17.895	 DELIVER	     9 	  0.503 	   8.63 	      0 	      0 
   21.181	  READY	    10 	  0.503 	   8.63 	      0 	      0 
   21.181	 FINISH	    10 	  0.503 	   8.63 	      0 	      0 
   23.904	 DELIVER	    10 	   1.12 	   8.73 	      0 	      0 
   29.634	    ARR	    11 	   1.12 	   8.73 	      0 	      0 
   29.634	 TOPPING	    11 	   1.12 	   8.73 	      0 	      0 
   30.102	   COOK	    11 	   1.12 	   8.73 	      0 	      0 
   31.132	    ARR	    12 	   1.12 	   8.73 	      0 	      0 
   31.132	 TOPPING	    12 	   1.12 	   8.73 	      0 	      0 
   33.288	   COOK	    12 	   1.12 	   8.73 	      0 	      0 
   34.630	  READY	    11 	   1.12 	   8.73 	      0 	      0 
   34.630	 FINISH	    11 	   1.12 	   8.73 	      0 	      0 
   35.253	 DELIVER	    11 	  0.468 	   5.62 	      0 	      0 
   38.929	  READY	    12 	  0.468 	   5.62 	      0 	      0 
   38.929	 FINISH	    12 	  0.468 	   5.62 	      0 	      0 
   39.714	 DELIVER	    12 	   2.16 	   8.58 	      0 	      0 
   40.001	    ARR	    13 	   2.16 	   8.58 	      0 	      0 
   40.001	 TOPPING	    13 	   2.16 	   8.58 	      0 	      0 
   40.776	    ARR	    14 	   2.16 	   8.58 	      0 	      0 
   40.776	 TOPPING	    14 	   2.16 	   8.58 	      0 	      0 
   40.907	   COOK	    13 	   2.16 	   8.58 	      0 	      0 
   41.533	   COOK	    14 	   2.16 	   8.58 	      0 	      0 
   43.602	    ARR	    15 	   2.16 	   8.58 	      0 	      0 
   43.602	 TOPPING	    15 	   2.16 	   8.58 	      0 	      0 
   43.976	   COOK	    15 	   2.16 	   8.58 	      0 	      0 
   44.921	    ARR	    16 	   2.16 	   8.58 	      0 	      0 
