    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	        RATIO[0]	          RATIO[3] 
    0.000	   INIT	     1 	   1.49 	   6.64 	      0 	      0 
    0.066	    ARR	     1 	   1.49 	 0.0656 	      0 	      0 
    0.066	 TOPPING	     1 	 0.0656 	 0.0656 	      0 	      0 
    0.559	    ARR	     2 	 0.0656 	 0.0656 	      0 	      0 
    0.559	 TOPPING	     2 	 0.0656 	 0.0656 	      0 	      0 
    2.760	   COOK	     1 	   2.69 	 0.0656 	      0 	      0 
    3.224	    ARR	     3 	   2.69 	 0.0656 	      0 	      0 
    3.224	 TOPPING	     3 	   2.69 	 0.0656 	      0 	      0 
    3.559	   COOK	     2 	   2.69 	 0.0656 	      0 	      0 
    5.201	    ARR	     4 	   2.69 	 0.0656 	      0 	      0 
    5.201	 TOPPING	     4 	   2.69 	 0.0656 	      0 	      0 
    5.416	   COOK	     3 	   2.69 	 0.0656 	      0 	      0 
    6.039	  READY	     1 	   2.69 	 0.0656 	      0 	      0 
    6.039	 FINISH	     1 	   2.69 	 0.0656 	      0 	      0 
    6.301	   COOK	     4 	   2.69 	 0.0656 	      0 	      0 
    6.759	 DELIVER	     1 	   2.69 	   6.69 	      0 	      0 
    6.838	    ARR	     5 	   2.69 	   6.69 	      0 	      0 
    6.838	 TOPPING	     5 	   2.69 	   6.69 	      0 	      0 
    7.646	  READY	     2 	   2.69 	   6.69 	      0 	      0 
    7.646	 FINISH	     2 	   2.69 	   6.69 	      0 	      0 
    8.038	 DELIVER	     2 	      3 	   7.48 	      0 	      0 
    8.140	    ARR	     6 	      3 	   7.48 	      0 	      0 
    8.140	 TOPPING	     6 	      3 	   7.48 	      0 	      0 
    8.215	   COOK	     5 	      3 	   7.48 	      0 	      0 
    8.259	    ARR	     7 	      3 	   7.48 	      0 	      0 
    8.259	 TOPPING	     7 	      3 	   7.48 	      0 	      0 
    9.806	  READY	     3 	      3 	   7.48 	      0 	      0 
    9.806	 FINISH	     3 	      3 	   7.48 	      0 	      0 
    9.821	   COOK	     6 	      3 	   7.48 	      0 	      0 
    9.958	 DELIVER	     3 	   2.19 	   6.73 	      0 	      0 
   10.816	  READY	     4 	   2.19 	   6.73 	      0 	      0 
   10.816	 FINISH	     4 	   2.19 	   6.73 	      0 	      0 
   10.849	   COOK	     7 	   2.19 	   6.73 	      0 	      0 
   11.382	 DELIVER	     4 	    1.1 	   6.18 	      0 	      0 
   12.036	  READY	     5 	    1.1 	   6.18 	      0 	      0 
